,StopID,NextRide,Location,Juris,Type_,Direction,Routes,ComputedStreetAddress,ComputedCity,ComputedState,ComputedZip,ComputedZipPlus4
72,3098.0,16099.0,STAPLEY DR & FAIRFIELD ST,Mesa,Standard,Northbound,128,1010 N STAPLEY DR,Mesa,AZ,85203.0,4900.0
73,4602.0,16260.0,GILBERT RD & FAIRFIELD ST,Mesa,Standard,Southbound,136,962 N GILBERT RD,Mesa,AZ,85203.0,5806.0
74,2895.0,16206.0,GILBERT RD & UNIVERSITY DR,Mesa,Standard,Northbound,136,1900 E UNIVERSITY DR,Mesa,AZ,85203.0,8242.0
75,4722.0,16746.0,POWER RD & INGLEWOOD ST,Mesa,Standard,Southbound,184,1739 N SILVERADO,Mesa,AZ,85205.0,3790.0
76,3032.0,16738.0,POWER RD & UNIVERSITY DR,Mesa,Standard,Northbound,184,6758 E UNIVERSITY DR,Mesa,AZ,85205.0,7608.0
77,5220.0,12579.0,POWER RD & SOUTHERN AVE,Mesa,Standard,Southbound,40 | 45 | 61 | 184,1210 S POWER RD,Mesa,AZ,85206.0,3702.0
78,3100.0,16098.0,STAPLEY DR & 8TH ST,Mesa,Standard,Northbound,128,807 N STAPLEY DR,Mesa,AZ,85203.0,5601.0
79,9145.0,18233.0,N GILBERT RD & E LOCKWOOD ST,Mesa,Standard,Northbound,136,2224 N ASHBROOK CIR,Mesa,AZ,85213.0,2276.0
80,2885.0,16208.0,GILBERT RD & ADOBE ST,Mesa,Standard,Northbound,136,815 N GILBERT RD,Mesa,AZ,85203.0,5805.0
81,5097.0,16272.0,GILBERT RD & SOUTHERN AVE,Mesa,Standard,Southbound,136,1945 E SOUTHERN AVE,Mesa,AZ,85204.0,5215.0
82,9090.0,18250.0,POWER RD PARK AND RIDE,Mesa,Standard,Other,184 | 535,3033 N SILVERADO,Scottsdale,AZ,85215.0,1041.0
83,3368.0,16198.0,GILBERT RD & SOUTHERN AVE,Mesa,Standard,Northbound,136,2025 E SOUTHERN AVE,Mesa,AZ,85204.0,5302.0
84,5222.0,12580.0,POWER RD & HAMPTON AVE,Mesa,Standard,Southbound,40 | 45 | 61 | 184,1350 S POWER RD,Mesa,AZ,85206.0,3704.0
85,4600.0,16262.0,GILBERT RD & DECATUR ST,Mesa,Standard,Southbound,136,1959 E DECATUR ST,Mesa,AZ,85203.0,6644.0
86,4719.0,16751.0,POWER RD & ALBANY ST,Mesa,Standard,Southbound,184,152 N POWER RD,Mesa,AZ,85205.0,8436.0
87,9587.0,16497.0,8TH ST- FITCH PARK,Mesa,Standard,Eastbound,120 | BUZZ,161 E 6TH ST,Globe,AZ,85201.0,5008.0
88,9588.0,16867.0,BARKLEY & MCKELLIPS,Mesa,Standard,Southbound,128,1960 N BARKLEY,Mesa,AZ,85203.0,2703.0
89,9590.0,16920.0,POWER RD & MCLELLAN RD,Mesa,Standard,Southbound,184,1548 N POWER RD,Mesa,AZ,85205.0,4604.0
90,9591.0,16912.0,POWER RD & MCLELLAN RD,Mesa,Standard,Northbound,184,1525 N POWER RD,Mesa,AZ,85205.0,4603.0
91,3101.0,16100.0,STAPLEY DR & BROWN RD,Mesa,Standard,Northbound,128,1201 E GREENWAY CIR,Mesa,AZ,85203.0,4426.0
92,4603.0,16241.0,GILBERT RD & GRANDVIEW ST,Mesa,Standard,Southbound,136,1955 E GRANDVIEW ST,Mesa,AZ,85203.0,4528.0
93,4721.0,16747.0,POWER RD & BROWN RD,Mesa,Standard,Southbound,184,1152 N POWER RD,Mesa,AZ,85205.0,4910.0
94,4609.0,16240.0,GILBERT RD & MCLELLAN RD,Mesa,Standard,Southbound,136,1944 E HALE ST,Mesa,AZ,85203.0,3918.0
95,5218.0,12578.0,POWER RD & VIA ROSSMOOR BLVD,Mesa,Standard,Southbound,40 | 45 | 184,33 LEISURE WORLD,Mesa,AZ,85206.0,3103.0
96,9143.0,18232.0,N GILBERT RD & E HALE ST,Mesa,Standard,Northbound,136,2012 E HALE ST,Mesa,AZ,85213.0,4009.0
97,5088.0,16890.0,GILBERT RD & 2ND AVE,Mesa,Standard,Southbound,136,1955 E 2ND AVE,Mesa,AZ,85204.0,1313.0
98,3108.0,16097.0,STAPLEY DR & DOVER ST,Mesa,Standard,Northbound,128,1209 E DOVER ST,Mesa,AZ,85203.0,6517.0
99,9504.0,16743.0,MCKELLIPS & POWER RD,Mesa,Standard,Northbound,184,2015 E MCKELLIPS RD,Mesa,AZ,85213.0,2900.0
100,4605.0,18160.0,GILBERT RD & HERMOSA VISTA DR,Mesa,Standard,Southbound,136,1860 E LAUREL ST,Mesa,AZ,85203.0,2131.0
101,3099.0,16095.0,STAPLEY DR & 2ND ST,Mesa,Standard,Northbound,128,1208 E 2ND ST,Mesa,AZ,85203.0,8926.0
102,3371.0,16196.0,GILBERT RD & INVERNESS AVE,Mesa,Standard,Northbound,136,2005 E JUANITA AVE,Mesa,AZ,85204.0,6946.0
103,8634.0,16987.0,POWER RD & MCDOWELL RD,Mesa,Standard,Southbound,184,2754 N POWER RD,Scottsdale,AZ,85215.0,1641.0
104,5095.0,16266.0,GILBERT RD & MAIN ST,Mesa,Standard,Southbound,136,1954 E MAIN ST,Mesa,AZ,85203.0,9048.0
105,4723.0,16745.0,POWER RD & MCKELLIPS RD,Mesa,Standard,Southbound,184,1932 N POWER RD,Mesa,AZ,85205.0,3727.0
106,9140.0,18301.0,N POWER RD & E HERMOSA VISTA DR,Mesa,Standard,Southbound,184,2305 S POWER RD,Mesa,AZ,85209.0,6674.0
107,3104.0,16103.0,STAPLEY DR & JENSEN ST,Mesa,Standard,Northbound,128,1836 N STAPLEY DR,Mesa,AZ,85203.0,2670.0
108,533.0,16104.0,MCKELLIPS RD & STAPLEY DR,Mesa,Standard,Eastbound,128,1229 E MCKELLIPS RD,Mesa,AZ,85203.0,2724.0
109,3557.0,16089.0,STAPLEY DR & EMERALD AVE,Mesa,Standard,Northbound,128,1019 S STAPLEY DR,Mesa,AZ,85204.0,5013.0
110,9144.0,18162.0,N GILBERT RD & E MCKELLIPS RD,Mesa,Standard,Northbound,136,2020 E MCKELLIPS RD,Mesa,AZ,85213.0,2930.0
111,9089.0,18251.0,GILBERT MCDOWELL PARK AND RIDE,Mesa,Park and Ride,Other,136 | 535,2033 E OASIS ST,Mesa,AZ,85213.0,9727.0
112,3555.0,16090.0,STAPLEY DR & 8TH AVE,Mesa,Standard,Northbound,128,761 S STAPLEY DR,Mesa,AZ,85204.0,3408.0
113,9433.0,18254.0,INNOVATION WAY N & S TWINING,Mesa,Standard,Westbound,184,5835 S SOSSAMAN RD,Mesa,AZ,85212.0,6014.0
114,9503.0,18253.0,PHX-MESA GATEWAY AIRPORT,Mesa,Standard,Other,184,5835 S SOSSAMAN RD,Mesa,AZ,85212.0,6014.0
115,4599.0,16234.0,GILBERT RD & BROWN RD,Mesa,Standard,Southbound,136,1933 E BROWN RD,Mesa,AZ,85203.0,5142.0
116,5217.0,12575.0,POWER RD & MAIN ST,Mesa,Standard,Southbound,40 | 184,6771 E MAIN ST,Mesa,AZ,85205.0,9037.0
117,9139.0,18300.0,N POWER RD & E MELROSE ST,Mesa,Standard,Southbound,184,2551 N SILVERADO,Scottsdale,AZ,85215.0,1668.0
118,8981.0,16759.0,SOSSAMAN & TAHOE AV,Mesa,Standard,Southbound,184,5835 S SOSSAMAN RD,Mesa,AZ,85212.0,6014.0
119,3028.0,16739.0,POWER RD & DECATUR ST,Mesa,Standard,Northbound,184,6935 E DECATUR ST,Mesa,AZ,85207.0,5501.0
120,3102.0,16101.0,STAPLEY DR & GRANDVIEW ST,Mesa,Standard,Northbound,128,1328 N DIANE CIR,Mesa,AZ,85203.0,4429.0
121,5090.0,16270.0,GILBERT RD & 8TH AVE,Mesa,Standard,Southbound,136,1950 E EDGEWOOD CIR,Mesa,AZ,85204.0,4433.0
122,5094.0,16273.0,GILBERT RD & HAMPTON AVE,Mesa,Standard,Southbound,136,1927 E HAMPTON AVE,Mesa,AZ,85204.0,6058.0
123,3107.0,16096.0,STAPLEY DR & UNIVERSITY DR,Mesa,Standard,Northbound,128,1160 E UNIVERSITY DR,Mesa,AZ,85203.0,8039.0
124,3359.0,16195.0,GILBERT RD & BASELINE RD,Mesa,Standard,Northbound,136,2032 E BASELINE RD,Mesa,AZ,85204.0,6965.0
125,3365.0,16199.0,GILBERT RD & PUEBLO AVE,Mesa,Standard,Northbound,136,750 S ASHBROOK,Mesa,AZ,85204.0,3712.0
126,3030.0,16742.0,POWER RD & JENSEN ST,Mesa,Standard,Northbound,184,1833 N POWER RD,Mesa,AZ,85205.0,3799.0
127,8894.0,16758.0,Sossaman & Avery,Mesa,Standard,Southbound,184,5835 S SOSSAMAN RD,Mesa,AZ,85212.0,6014.0
128,4607.0,18161.0,GILBERT RD & E LOCKWOOD ST,Mesa,Standard,Southbound,136,1965 E LOCKWOOD ST,Mesa,AZ,85203.0,2107.0
129,3479.0,12583.0,POWER RD & HAMPTON AVE,Mesa,Standard,Northbound,40 | 45 | 61 | 184,1357 S POWER RD,Mesa,AZ,85206.0,3703.0
130,5089.0,16269.0,GILBERT RD & 6TH AVE,Mesa,Standard,Southbound,136,1955 E 6TH AVE,Mesa,AZ,85204.0,2809.0
131,4614.0,16265.0,UNIVERSITY DR & MAIN ST,Mesa,Standard,Southbound,136,214 N GILBERT RD,Mesa,AZ,85203.0,8243.0
132,3556.0,16092.0,STAPLEY DR & BROADWAY RD,Mesa,Standard,Northbound,128,1206 E BROADWAY RD,Mesa,AZ,85204.0,2214.0
133,3559.0,16093.0,STAPLEY DR & JARVIS AVE,Mesa,Standard,Northbound,128,231 S STAPLEY DR,Mesa,AZ,85204.0,2101.0
134,9141.0,18271.0,N GILBERT RD & E BROWN RD,Mesa,Standard,Northbound,136,2010 E BROWN RD,Mesa,AZ,85213.0,5222.0
135,2893.0,16204.0,GILBERT RD & MAIN ST,Mesa,Standard,Northbound,136,2020 E MAIN ST,Mesa,AZ,85213.0,9105.0
136,9142.0,18231.0,N GILBERT RD & E GARY ST,Mesa,Standard,Northbound,136,2012 E GARY CIR,Mesa,AZ,85213.0,4608.0
137,5106.0,16274.0,GILBERT RD & INTREPID AVE,Mesa,Standard,Southbound,136,1964 E INTREPID AVE,Mesa,AZ,85204.0,8017.0
138,3360.0,16202.0,GILBERT RD & BAYBERRY AVE,Mesa,Standard,Northbound,136,2008 E BAYBERRY AVE,Mesa,AZ,85204.0,1431.0
139,3026.0,12130.0,POWER RD & ALBANY ST,Mesa,Standard,Northbound,30 | 184,152 N POWER RD,Mesa,AZ,85205.0,8436.0
140,3554.0,16091.0,STAPLEY DR & 6TH AVE,Mesa,Standard,Northbound,128,1208 E 6TH AVE,Mesa,AZ,85204.0,2725.0
141,9138.0,16911.0,N POWER RD & E MELROSE ST,Mesa,Standard,Northbound,184,6810 E MINTON ST,Mesa,AZ,85207.0,1098.0
142,9595.0,16909.0,POWER RD & HERMOSA VISTA,Mesa,Standard,Northbound,184,6801 E MENLO ST,Mesa,AZ,85207.0,1033.0
143,4752.0,14806.0,SCOTTSDALE RD & CONTINENTAL DR,Tempe,Standard,Southbound,72 | EART | MRT,2700 N SCOTTSDALE RD,Mesa,AZ,85281.0,1071.0
144,532.0,14862.0,MCKELLIPS RD & SCOTTSDALE RD,Tempe,Standard,Eastbound,MRT | EART,1811 N SCOTTSDALE RD,Mesa,AZ,85281.0,1563.0
145,8758.0,12078.0,SYCAMORE/MAIN ST TRANSIT CENTER,Mesa,Transit Center,Other,30 | 45,1763 W PEPPER PL,Globe,AZ,85201.0,6908.0
146,5067.0,15964.0,COUNTRY CLUB DR & MAIN ST,Mesa,Standard,Southbound,112,403 W MAIN ST,Globe,AZ,85201.0,6512.0
147,5064.0,15967.0,COUNTRY CLUB DR & BROADWAY FRONTAGE RD,Mesa,LINK,Southbound,112,500 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,2390.0
148,5063.0,15968.0,COUNTRY CLUB DR & 8TH AVE,Mesa,Standard,Southbound,112,810 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,3538.0
149,5065.0,15969.0,COUNTRY CLUB DR & EMERALD AVE,Mesa,Standard,Southbound,112,1001 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,4613.0
150,5068.0,15970.0,COUNTRY CLUB DR & SOUTHERN AVE,Mesa,LINK,Southbound,112,1250 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,5128.0
151,5061.0,15971.0,COUNTRY CLUB DR & HAMPTON AVE,Mesa,Standard,Southbound,112,1440 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,9701.0
152,9505.0,18259.0,S COUNTRY CLUB & W JUANITA,Mesa,LINK,Southbound,112,1810 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,6012.0
153,9088.0,18252.0,WEST MESA PARK AND RIDE,Mesa,Park and Ride,Other,531 | 541,1830 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,6012.0
154,9375.0,18257.0,COUNTRY CLUB DR & BASELINE RD,Mesa,Standard,Southbound,112,2020 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,6857.0
155,8066.0,15972.0,COUNTRY CLUB DR & MESETO AVE,Mesa,LINK,Southbound,112,415 W MONTE CIR,Apache Junction,AZ,85210.0,7581.0
156,8067.0,15973.0,COUNTRY CLUB DR & GUADALUPE RD,Mesa,Standard,Southbound,112,2828 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,8303.0
157,7821.0,15934.0,COUNTRY CLUB DR & JUANITA AVE,Mesa,LINK,Northbound,112,408 W JUANITA AVE,Apache Junction,AZ,85210.0,6010.0
158,3334.0,15935.0,COUNTRY CLUB DR & HAMPTON AVE,Mesa,Standard,Northbound,112,1331 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,5129.0
159,3335.0,16301.0,COUNTRY CLUB DR & SOUTHERN AVE,Mesa,LINK,Northbound,112,1151 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,4615.0
160,3331.0,15937.0,COUNTRY CLUB DR & 10TH AVE,Mesa,Standard,Northbound,112,955 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,3539.0
161,3333.0,15938.0,COUNTRY CLUB DR & 8TH AVE,Mesa,Standard,Northbound,112,741 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,2327.0
162,3336.0,15939.0,COUNTRY CLUB DR & 6TH DR,Mesa,LINK,Northbound,112,529 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,2323.0
163,3332.0,15940.0,COUNTRY CLUB DR & 1ST AVE,Mesa,Standard,Northbound,112,55 S COUNTRY CLUB DR,Apache Junction,AZ,85210.0,1222.0
164,2863.0,16480.0,COUNTRY CLUB DR & MAIN ST,Mesa,LINK,Northbound,112,310 W MAIN ST,Globe,AZ,85201.0,7314.0
165,2857.0,15942.0,COUNTRY CLUB DR & 1ST ST,Mesa,Standard,Northbound,112,131 N COUNTRY CLUB DR,Globe,AZ,85201.0,6521.0
166,2865.0,15943.0,COUNTRY CLUB DR & UNIVERSITY DR,Mesa,Standard,Northbound,112,340 W UNIVERSITY DR,Globe,AZ,85201.0,5824.0
167,2858.0,15944.0,COUNTRY CLUB DR & 6TH ST,Mesa,Standard,Northbound,112,606 N COUNTRY CLUB DR,Globe,AZ,85201.0,5700.0
168,2859.0,15945.0,COUNTRY CLUB DR & 8TH ST,Mesa,Standard,Northbound,112,817 N COUNTRY CLUB DR,Globe,AZ,85201.0,4105.0
169,2860.0,15946.0,COUNTRY CLUB DR & 9TH PL,Mesa,Standard,Northbound,112,924 N COUNTRY CLUB DR,Globe,AZ,85201.0,4108.0
170,2861.0,15947.0,COUNTRY CLUB DR & BROWN RD,Mesa,Standard,Northbound,112,1205 N COUNTRY CLUB DR,Globe,AZ,85201.0,2543.0
171,2856.0,15948.0,COUNTRY CLUB DR & 13TH PL,Mesa,Standard,Northbound,112,660 W FAIRWAY DR,Globe,AZ,85201.0,2507.0
172,2864.0,15949.0,COUNTRY CLUB DR & MCLELLAN RD,Mesa,Standard,Northbound,112,350 W MCLELLAN RD,Globe,AZ,85201.0,2262.0
173,2862.0,15950.0,COUNTRY CLUB DR & JUNIPER ST,Mesa,Standard,Northbound,112,1903 N COUNTRY CLUB DR,Globe,AZ,85201.0,1733.0
174,1517.0,15951.0,MCKELLIPS RD & COUNTRY CLUB DR,Mesa,Standard,Eastbound,112,1957 N COUNTRY CLUB DR,Globe,AZ,85201.0,1703.0
175,4501.0,15952.0,CENTER ST & MCKELLIPS RD,Mesa,Standard,Southbound,112,25 W MCKELLIPS RD,Globe,AZ,85201.0,1507.0
176,4500.0,15954.0,CENTER ST & INGLEWOOD ST,Mesa,Standard,Southbound,112,11 W INGLEWOOD ST,Globe,AZ,85201.0,2244.0
177,6835.0,15955.0,MCLELLAN RD & GRAND,Mesa,Standard,Westbound,112,153 W INDIGO ST,Globe,AZ,85201.0,2259.0
